LeaseNumber,City,Address,State,Lat,Long,AnnualRent,LeaseName,Status
LME04824,HOULTON,68 BANGOR ST,ME,46.12242,-67.846451,104324,"Brown Developments, LLC",
LME04829,BRUNSWICK,14 MAINE ST,ME,43.9191035,-69.966621,17984,"WATERFRONT, MAINE BRUNSWICK LLC",
LME04967,BANGOR,615 ODLIN RD,ME,44.78376,-68.820531,155894,BCE PROPERTIES LLC,
LME04975,ELLSWORTH,130 OAK ST,ME,44.54921,-68.425471,18211,SALSBURY RENTALS,
LME04976,ORONO,17 GODFREY DR,ME,44.89981,-68.686411,84261,UNIVERSITY OF MAINE SYSTEM,
LME04875,BANGOR,324 HARLOW ST,ME,44.80608,-68.776261,115434,EPSTEIN PROPERTIES,
LME04992,CARIBOU,458 YORK ST,ME,46.8445635,-68.048093,88810,YORK STREET COMPLEX INC,
LME05024,EASTPORT,141 Water St,ME,44.90721,-66.984871,21413,EASTPORT PORT AUTHORITY,
LME05050,ROCKLAND,169 Camden Street,ME,44.12056,-69.100331,139947,Fort Fairfield BP LLC,
LNH04947,LEBANON,20 W Park St,NH,43.64227,-72.252801,27916,20 WEST PARK LLC,
LNH05048,CONCORD,22 Bridge St,NH,43.20764,-71.533701,123250,PFP ASSOCIATES LIMITED PARTNERSHIP,
LNH05010,KEENE,34 MECHANIC ST,NH,42.93647,-72.278501,16102,"DEW MacMillin Elm Street Investments, LLC",
LNH04931,HOOKSETT,1604 HOOKSETT RD,NH,43.08294,-71.460671,84464,1604 HOOKSETT,
LNH04512,MANCHESTER,2 Wall St,NH,42.99406,-71.463911,74210,"MENTAL HEALTH CENTER OF GREATER MANCHESTER INC, THE",
LNH00252,SUNCOOK,331 COMMERCE WAY,NH,43.18915,-71.478261,207366,Sign Park Realty Trust,
LNH04680,BEDFORD,15 Constitution Dr,NH,42.95488,-71.504661,173984,"AEGEAN CAPITAL, LLC",
LNH04568,PORTSMOUTH,20 International Dr,NH,43.0863166,-70.808163,116311,"30 INTERNATIONAL DRIVE, LLC",
LNH04864,CONCORD,59 CHENELL DR,NH,43.20664,-71.483741,347071,ZJBV Properties LLC,
LNH04796,MANCHESTER,1750 ELM ST,NH,43.00377,-71.465831,393457,"1750 ELM STREET, LLC",
LNH04982,MANCHESTER,1750 ELM ST,NH,43.00377,-71.465831,147601,"1750 ELM STREET, LLC",
LNH04785,NASHUA,175 Amherst St,NH,42.77512,-71.488561,157510,175 AMHERST STREET LLC,
LNH04815,NASHUA,410 AMHERST ST,NH,42.786131,-71.511335,216147,"BSP COTTON ROAD, LLC",
LNH04764,CONCORD,70 COMMERCIAL ST,NH,43.22015,-71.535111,276912,"Horseshoe Commercial, LLC",
LNH05043,CONCORD,70 COMMERCIAL ST,NH,43.22015,-71.535111,228601,"Horseshoe Commercial, LLC",
LNH04914,LEBANON,5 Airport Rd,NH,43.62994,-72.319501,21794,"LEBANON, CITY OF",
LNH04983,LONDONDERRY,4 Technology Dr,NH,42.93298,-71.423251,173845,LONDONDERRY TECHNOLOGY LLC,
LNH04283,MANCHESTER,1000 ELM ST,NH,42.99273,-71.464121,38714,"BRADY SULLIVAN PLAZA, LLC",
LNH04284,MANCHESTER,1000 ELM ST,NH,42.99273,-71.464121,321984,"BRADY SULLIVAN PLAZA, LLC",
LNH04519,MANCHESTER,1000 ELM ST,NH,42.99273,-71.464121,55679,"BRADY SULLIVAN PLAZA, LLC",
LNH04697,MANCHESTER,1000 ELM ST,NH,42.99273,-71.464121,168722,"BRADY SULLIVAN PLAZA, LLC",
LNH04414,BEDFORD,324 S River Rd,NH,42.9316992,-71.462505,1000111,"WELLS FARGO BANK, NATIONAL ASSOCIATION",
LNH04609,PORTSMOUTH,207 INTERNATIONAL DRIVE,NH,43.07574,-70.79953,2077540,PIONEER INTERNATIONAL DEVELOPMENT LLC,
LNH04612,BEDFORD,9 RIDGEWOOD ROAD,NH,42.93019,-71.45945,698365,VAN SULLWOOD REALTY L.L.C.,
LNH04780,SALEM,1 STILES RD,NH,42.7751742,-71.249764,47303,MINI REALTY TRUST,
LNH04800,LACONIA,171 FAIR ST,NH,43.52519,-71.475091,23359,BEACON MILL INC,
LNH04801,PORTSMOUTH,25 CHESTNUT ST,NH,43.07599,-70.759241,153199,"82-86 CONGRESS, L.L.C.",
LNH04590,MANCHESTER,1100 ELM ST,NH,42.99363,-71.463811,232701,"1100 Elm Street, LLC",
LNH04790,KEENE,640 MARLBORO ST,NH,42.91562,-72.249961,164440,"CURRAN, KAREN",
LNH05008,PORTSMOUTH,215 COMMERCE WAY,NH,43.09083,-70.784081,27581,"215 Commerce Way, LLC",
LNH05056,KEENE,9 ELM ST,NH,42.9359117,-72.278786,116992,"DEW MacMillin Elm Street Investments, LLC",
LNH04894,MANCHESTER,1155 ELM ST,NH,42.99438,-71.462441,92491,FARLEY WHITE MANCHESTER LLC,
LNH04984,DOVER,273 LOCUST ST,NH,43.1843822,-70.876117,177137,"DOUBLE DIAMOND HOLDINGS SOUTH, LLC",
LNH05005,PORTSMOUTH,249 CORPORATE DR,NH,43.07454,-70.792071,158590,"249 CORPORATE DRIVE, LLC",
LNH05037,PORTSMOUTH,2 International Dr,NH,43.0879582,-70.808649,31844,"Two International Group, L.L.C.",
LNH05055,PORTSMOUTH,222 International Drive,NH,43.082371,-70.8051,142931,222 INTERNATIONAL LP,
LRI04614,WARWICK,40 QUAKER LN,RI,41.69515,-71.501361,179843,"BALTIC QUAKER, LLC",
LRI04621,WARWICK,40 QUAKER LN,RI,41.69515,-71.501361,354848,"BALTIC QUAKER, LLC",
LRI04872,PROVIDENCE,380 WESTMINSTER ST,RI,41.82106,-71.414601,711027,"380 WESTMINSTER STREET, LLC",
LRI04876,PROVIDENCE,380 WESTMINSTER ST,RI,41.82106,-71.414601,1562728,"380 WESTMINSTER STREET, LLC",
LRI04903,PROVIDENCE,380 WESTMINSTER ST,RI,41.82106,-71.414601,834405,"380 WESTMINSTER STREET, LLC",
LRI04997,PROVIDENCE,380 WESTMINSTER ST,RI,41.82106,-71.414601,469736,"380 WESTMINSTER STREET, LLC",
LRI04551,NEWPORT,130 BELLEVUE AVE,RI,41.48448,-71.308421,151538,ALLEN ALLEN & KORSON,
LRI00159,WARWICK,300 METRO CENTER BLVD.,RI,41.7249087,-71.457683,152321,J. T. O'Connell Realty Company,
LRI04534,PROVIDENCE,50 Kennedy Plz,RI,41.82468,-71.411361,1221852,100 WESTMINSTER PARTNERS LLC,
LRI04244,EAST PROVIDENCE,Risho Ave,RI,41.7997608,-71.345563,28036,"Fox Paw Properties, LLC",
LRI04352,EAST PROVIDENCE,Risho Ave,RI,41.7997608,-71.345563,306355,"Fox Paw Properties, LLC",
LRI04266,PROVIDENCE,10 WEYBOSSET ST,RI,41.82461,-71.409141,109932,One Financial Center Plaza Llc,
LRI04841,PROVIDENCE,10 WEYBOSSET ST,RI,41.82461,-71.409141,681196,One Financial Center Plaza Llc,
LRI04820,WARWICK,2 INTERNATIONAL WAY,RI,41.7266673,-71.456132,222803,HEDISON REALTY,
LRI04044,NARRAGANSETT,83 STATE ST,RI,41.3824474,-71.508786,15924,J&D REALTY HOLDINGS LLC,
LRI04917,WARWICK,2000 POST RD,RI,41.7272741,-71.438494,343793,RHODE ISLAND AIRPORT CORPORATION,
LRI04273,PROVIDENCE,10 DORRANCE ST,RI,41.82405,-71.411721,526891,Robert Day LLC,
LRI04995,PROVIDENCE,5 MEMORIAL BLVD,RI,41.82613,-71.410111,2700,"UNION STATION PLAZA ASSOCIATES, L.P.",
LRI04775,WARWICK,475 KILVERT ST,RI,41.7293,-71.450721,321051,ALBANY ROAD - WARWICK LLC,
LRI04921,WARWICK,475 KILVERT ST,RI,41.7293,-71.450721,192227,ALBANY ROAD - WARWICK LLC,
LRI04465,COVENTRY,599 ARNOLD RD,RI,41.66487,-71.545381,77003,"RUZZO PROPERTIES, LLC",
LRI04302,WOONSOCKET,2168 Diamond Hill Rd,RI,42.01524,-71.466581,158345,LACROIX REALTY INC,
LRI04549,WARWICK,443 Jefferson Blvd,RI,41.7356522,-71.440514,1188481,VAS REALTY LLC,
LRI05065,PAWTUCKET,4 PLEASANT STREET,RI,41.82457,-71.40675,233616,"EB Properties, Inc.",
LRI04583,EAST PROVIDENCE,32 Hemingway Dr,RI,41.7975131,-71.348333,55316,"FERRERA, JAMES REALTY CORP",
LRI04447,JOHNSTON,1543 ATWOOD AVE,RI,41.82662,-71.499611,710090,"ATWOOD DEVELOPMENT, LLC",
LRI04757,PROVIDENCE,1 FINANCIAL PLZ,RI,41.8252398,-71.409507,82490,ONE FINANCIAL HOLDINGS LLC,
LRI04631,PROVIDENCE,655 BROAD ST,RI,41.80624,-71.420511,17759,B STREET VENTURES LLC,
LRI04772,WARWICK,300 JEFFERSON BLVD,RI,41.73944,-71.438931,245030,"DBS DEVELOPMENT, LLC",
LRI04932,WARWICK,300 JEFFERSON BLVD,RI,41.73944,-71.438931,68948,"DBS DEVELOPMENT, LLC",
LRI04944,PROVIDENCE,417 WESTMINSTER ST,RI,41.8212875,-71.415008,702236,Empire Lasalle LLC,
LRI00255,PROVIDENCE,33 Broad Street,RI,41.817052,-71.417682,400686,"WEYBOSSET HILL INVESTMENTS, LLC",
LVT04741,BRATTLEBORO,Main St,VT,42.8536462,-72.558705,19826,UNITED STATES POSTAL SERVICE,
LVT04094,WILLISTON,188 Harvest Ln,VT,44.450303,-73.116542,2796400,"PIZZAGALLI PROPERTIES, LLC",
LVT03682,ST ALBANS,75 LOWER WELDEN STREET,VT,44.80839,-73.089821,4283392,"PIZZAGALLI PROPERTIES, LLC",
LVT04806,WILLISTON,100 INTERSTATE CORPORATE CTR,VT,44.449753,-73.112122,953158,WINTER DEVELOPMENT,
LVT04613,SOUTH BURLINGTON,70 Kimball Ave,VT,44.45691,-73.149811,1957063,"70 KIMBALL AVENUE, LLC",
LVT04367,RUTLAND,87-97 MERCHANTS ROW,VT,43.606633,-72.980313,178862,"BUILDINGS & GENERAL SERVICES, VERMONT DEPT OF",
LVT04811,RUTLAND,1085 US ROUTE 4 E,VT,43.63262,-72.941691,57109,"Smalley, Ernest N",
LVT04971,WILLISTON,124 LEROY RD,VT,44.44964,-73.133681,483835,O'brien Family Limited Liability Company,
LVT04958,ST ALBANS,4 LEMNAH DRIVE,VT,44.805378,-73.089435,312388,4 LEMNAH LLC,
LVT04118,ST ALBANS,64 Gricebrook Rd,VT,44.801002,-73.074195,294016,"PIZZAGALLI PROPERTIES, LLC",
LVT04835,BURLINGTON,95 ST PAUL ST,VT,44.47745,-73.214351,81360,INVESTORS CORPORATION OF VERMONT,
LVT04986,BURLINGTON,95 ST PAUL ST,VT,44.47745,-73.214351,70378,INVESTORS CORPORATION OF VERMONT,
LVT04639,BERLIN,617 COMSTOCK RD,VT,44.20793,-72.564141,44592,"PARKER, CHARLES R.",
LVT04564,BRATTLEBORO,1222 PUTNEY RD,VT,42.88724,-72.555751,31391,1222 Putney Road LLC,
LVT04814,BRATTLEBORO,1222 PUTNEY RD,VT,42.88724,-72.555751,39596,1222 Putney Road LLC,
LVT04886,BURLINGTON,30 Main St,VT,44.47626,-73.218371,143093,INVESTORS CORPORATION OF VERMONT,
LVT04219,WILLISTON,166 SYCAMORE ST,VT,44.44591,-73.107961,787642,BSREP II Cypress MT LLC,
LVT04456,WILLISTON,300 INTERSTATE CORPORATE CTR,VT,44.4494824,-73.111572,49304,JUDGE DEVELOPMENT CORP.,
LVT04845,WILLISTON,300 INTERSTATE CORPORATE CTR,VT,44.4494824,-73.111572,108750,WINTER DEVELOPMENT,
LVT04846,WILLISTON,300 INTERSTATE CORPORATE CTR,VT,44.4494824,-73.111572,157364,WINTER DEVELOPMENT,
LVT04865,WILLISTON,300 INTERSTATE CORPORATE CTR,VT,44.4494824,-73.111572,189333,WINTER DEVELOPMENT,
LVT04904,WILLISTON,300 INTERSTATE CORPORATE CTR,VT,44.4494824,-73.111572,76642,WINTER DEVELOPMENT,
LVT04900,SOUTH BURLINGTON,110 KIMBALL AVE,VT,44.45476,-73.144641,180448,Willis Farm Partners LLC,
LVT04980,SOUTH BURLINGTON,1200 AIRPORT DR,VT,44.469179,-73.155318,144581,CITY OF BURLINGTON,
LVT04850,ESSEX JUNCTION,30 RIVER RD,VT,44.48288,-73.087241,1503257,NGP VI Essex VT LLC,
LVT05062,SAINT JOHNSBURY,481 Summer St,VT,44.42234,-72.021411,131205,IMPEY'S VERMONT REAL ESTATE,
LVT04403,SAINT JOHNSBURY,36 Eastern Ave,VT,44.41812,-72.016571,13958,NORTHEASTERN VERMONT DEVELOPMENT ASSOCIATION,
LVT04503,BURLINGTON,126 College St,VT,44.47719,-73.214941,188684,INVESTORS CORPORATION OF VERMONT,
LVT04607,RUTLAND,28 S Main St,VT,43.60656,-72.971781,87005,CREDIT UNION OF VERMONT,
LVT04608,WILLISTON,426 INDUSTRIAL AVE,VT,44.46107,-73.123151,649393,"WHITE CAP VENTURES, LLC",
LVT04664,RUTLAND,106 West St,VT,43.6077,-72.979631,36008,"NELSON, DAVID",
LVT04570,RICHFORD,1668 ST ALBANS RD,VT,44.97592,-72.687051,1048840,NGP V RICHFORD VT LLC,
LVT04569,NEWPORT,373 Citizens Rd,VT,44.92607,-72.184521,974500,"SCOTT-SPATES PROPERTY MANAGEMENT, LLC",
LVT04619,WILLISTON,237 Harvest Ln,VT,44.4505,-73.115641,1004950,"TAFT CORNERS ASSOCIATES, INC.",
LVT04586,SOUTH BURLINGTON,65 BOWDOIN ST,VT,44.4407,-73.146921,1130511,GPT PROPERTIES TRUST,
LVT04687,FAIRFAX,57 YANKEE PARK RD,VT,44.69069,-73.099901,249041,"MALONE PROPERTIES, INC.",
LVT04755,SOUTH BURLINGTON,55 COMMUNITY DR,VT,44.45062,-73.139901,300182,TECHNOLOGY PARK PARTNERS LLC,
LVT04778,WILLISTON,18 WALNUT WALK,VT,44.445269,-73.108491,190114,BSREP II CYPRESS MT LLC,
LVT04810,BURLINGTON,128 LAKESIDE AVE,VT,44.46139,-73.217661,240763,"FORTIETH BURLINGTON, LLC",
LVT05047,BURLINGTON,128 LAKESIDE AVE,VT,44.46139,-73.217661,364406,"FORTIETH BURLINGTON, LLC",
LVT04942,ESSEX JUNCTION,38 RIVER RD,VT,44.48257,-73.084971,1687452,NGP VI Essex VT LLC,
LVT04969,SOUTH BURLINGTON,19 GREGORY DR,VT,44.45495,-73.141601,102968,"South Burlington, City Of",
LVT04933,COLCHESTER,105 W VIEW RD,VT,44.5494366,-73.188168,262674,ACABAY INC,
LVT04787,WHITE RIVER JCTN,118 Prospect Street,VT,43.651575,-72.315172,176566,Dew Prospect Street LLC,
LVT05042,WILLISTON,378 Commerce Street,VT,44.451045,-73.12151,60717,"LNP, Inc",
LVT05051,BARRE,14 North Street,VT,44.197283,-72.497453,8865,GRANITE CITY DEVELOPERS LLC,
LVT04999,NEWPORT,59 Waterfront Plz,VT,44.9399427,-72.205345,59183,"Pomerleau Family, LLC",
LNJ23688,JERSEY CITY,"80 COUNTY RD ,JERSEY CI",NJ,40.7520909,-74.062646,421970,UNITED STATES POSTAL SERVICE,
LNJ24274,NEWARK,37-47 ORCHARD STREET,NJ,40.7357364,-74.172973,75648,L.A. PARKING CORP.,
LNJ00500,NEWARK,N W COR RAYMOND PL,NJ,40.7357364,-74.172973,198480,One Gateway Center Office LLC,
LNJ23514,NEWARK,N W COR RAYMOND PL,NJ,40.7357364,-74.172973,230211,"ADVANCE AT GATEWAY - NEWARK, LLC",
LNJ23521,TINTON FALLS,766 SHREWSBURY AVE,NJ,40.32216,-74.073861,164867,"RCS - Corriente Holdings, LLC",
LNJ23655,NEWARK,2 FEDERAL SQ,NJ,40.7312354,-74.173594,3224924,UNITED STATES POSTAL SERVICE,
LNJ00111,MOUNTAINSIDE,200 SHEFFIELD ST,NJ,40.68526,-74.337741,224227,Bear Mountainside Realty Limited Liability Company,
LNJ23347,MOUNTAINSIDE,200 SHEFFIELD ST,NJ,40.68526,-74.337741,91793,Bear Mountainside Realty Limited Liability Company,
LNJ23353,MOUNTAINSIDE,200 SHEFFIELD ST,NJ,40.68526,-74.337741,848787,Bear Mountainside Realty Limited Liability Company,
LNJ24273,MOUNTAINSIDE,200 SHEFFIELD ST,NJ,40.68526,-74.337741,121757,Bear Mountainside Realty Limited Liability Company,
LNJ23159,ELIZABETH,1201 Corbin St,NJ,40.68051,-74.165941,248060,NJIND CORBIN STREET LLC,
LNJ23160,ELIZABETH,1201 Corbin St,NJ,40.68051,-74.165941,94911,NJIND CORBIN STREET LLC,
LNJ24007,AVENEL,1030 ST GEORGES AVE,NJ,40.57432,-74.292931,114808,Virginia Gardens LLC,
LNJ24052,HASBROUCK HTS,500 Route 17 South,NJ,40.8620909,-74.0742,119643,"500 Route 17 South Hasbrouck Heights, LLC",
LNJ23276,PARSIPPANY,1719 RT-10 E,NJ,40.84026,-74.459681,457916,"1719 ROUTE 10, L.L.C.",
LNJ23013,WEST PATERSON,3 GARRET MOUNTAIN PLAZA,NJ,40.8827,-74.207118,60712,"GOP 3, LLC",
LNJ23807,WEST PATERSON,3 GARRET MOUNTAIN PLAZA,NJ,40.8827,-74.207118,273444,"GOP 3, LLC",
LNJ23998,EDISON,100 DEY PL,NJ,40.5076822,-74.393995,137081,"WICK PLAZA 1, LLC",
LNJ23149,PARSIPPANY,299 CHERRY HILL RD,NJ,40.86926,-74.438001,184323,RED RIVER-LO 299 CHERRY HILL PARTNERS LLC,
LNJ22938,ISELIN,190 Middlesex Essex Tpke,NJ,40.57048,-74.324961,15912,METROSTAR PLAZA ASSOCIATES,
LNJ23152,ISELIN,190 Middlesex Essex Tpke,NJ,40.57048,-74.324961,353490,METROSTAR PLAZA ASSOCIATES,
LNJ23591,ISELIN,190 Middlesex Essex Tpke,NJ,40.57048,-74.324961,149341,METROSTAR PLAZA ASSOCIATES,
LNJ24282,ISELIN,190 Middlesex Essex Tpke,NJ,40.57048,-74.324961,39597,METROSTAR PLAZA ASSOCIATES,
LNJ22723,NEWARK,1085 RAYMOND BOULEVARD,NJ,40.7357364,-74.172973,1412347,Ideal Holdings ONC LLC,
LNJ23638,NEWARK,1085 RAYMOND BOULEVARD,NJ,40.7357364,-74.172973,470876,Ideal Holdings ONC LLC,
LNJ24204,NEWARK,1085 RAYMOND BOULEVARD,NJ,40.7357364,-74.172973,396900,"LAZ PARKING LTD, LLC",
LNJ23426,PARSIPPANY,10 WATERVIEW PLAZA,NJ,40.8722906,-74.420708,636783,Waterview Investors LLC,
LNJ23420,LYNDHURST,1200 Wall St W,NJ,40.80447,-74.102681,1056245,1200 Wall Holdings Llc,
LNJ00266,NEWARK,2 GATEWAY CTR,NJ,40.7354475,-74.164102,281525,2 Gateway Center Partners LLC,
LNJ24040,NEWARK,2 GATEWAY CTR,NJ,40.7354475,-74.164102,399342,2 GATEWAY CENTER PARTNERS LLC,
LNJ23431,CLIFTON,935 ALLWOOD RD,NJ,40.85226,-74.173651,320419,ALLWOOD INVESTMENT CO INC,
LNJ23182,NEWARK,1100 RAYMOND BLVD,NJ,40.7359034,-74.165942,10396270,CENTRE MARKET BUILDING LLC,
LNJ23231,NEWARK,1100 RAYMOND BLVD,NJ,40.7359034,-74.165942,829965,CENTRE MARKET BUILDING LLC,
LNJ23976,NEWARK,1100 RAYMOND BLVD,NJ,40.7359034,-74.165942,2497080,CENTRE MARKET BUILDING LLC,
LNJ23660,PARAMUS,1 Kalisa Way,NJ,40.9549642,-74.073175,474829,"PARAMUS WOODBROOK VENTURES, LLC",
LNJ22906,ELIZABETH,1210 CORBIN ST,NJ,40.6853917,-74.162807,3145069,"Port Authority Of New York & New Jersey, The",
LNJ22904,NEWARK,620 FRELINGHUYSEN AVE,NJ,40.6999074,-74.196948,2149416,620 AIRPORT CENTER ASSOCIATES LLC,
LNJ23074,NEWARK,614 FRELINGHUYSEN AVE,NJ,40.7310637,-74.174091,126199,ISUS A JOINT VENTURE,
LNJ23258,NEWARK,614 FRELINGHUYSEN AVE,NJ,40.7310637,-74.174091,994538,ISUS A JOINT VENTURE,
LNJ23065,NEWARK,34 ORCHARD ST,NJ,40.72907,-74.173911,75476,"NEWARK, NEW JERSEY, CITY OF, (INC)",
LNJ23096,NEWARK,11 CENTRE STREET,NJ,40.7396112,-74.167583,13642253,CLAREMONT NEWARK LLC,
LNJ24061,PARSIPPANY,RT 10,NJ,40.8396751,-74.454766,353079,"ABM EDISON, LLC",
LNJ23817,EAST BRUNSWICK,197 STATE ROUTE 18,NJ,40.46908,-74.409031,58799,ATC Turnpike Plaza LLC,
LNJ24028,ISELIN,517 ROUTE ONE SOUTH,NJ,40.5695637,-74.317173,251221,Baycrest Woodbridge Associates LLC,
LNJ24033,ISELIN,517 ROUTE ONE SOUTH,NJ,40.5695637,-74.317173,37935,Baycrest Woodbridge Associates LLC,
LNJ23894,FREEHOLD,4 PARAGON WAY,NJ,40.2407534,-74.256143,479184,WILLOWBROOK PARAGON MANTROSE LLC,
LNJ23265,NEWARK,844 MCCARTER HIGHWAY,NJ,40.7361868,-74.165932,389224,"RIVER STREET, LLC",
LNJ24225,NEWARK,Springfield Ave,NJ,40.732869,-74.197384,629194,"CLAREMONT CLINTON, LLC",
LNJ23681,ISELIN,555 ROUTE ONE SOUTH,NJ,40.5695637,-74.317173,96969,555 VENTURE LLC,
LNJ24182,MORRISTOWN,72 HEADQUARTERS PLAZA,NJ,40.7981775,-74.480744,846898,Second Roc-Jersey Associates L.L.C,
LNJ00299,NEWARK,NEWARK INT'L AIRPORT,NJ,40.7018364,-74.169273,400160,"Port Authority Of New York & New Jersey, The",
LNJ24001,NEWARK,NEWARK INT'L AIRPORT,NJ,40.7018364,-74.169273,141988,"Port Authority Of New York & New Jersey, The",
LNJ24289,NEWARK,NEWARK INT'L AIRPORT,NJ,40.7018364,-74.169273,41160,"Port Authority Of New York & New Jersey, The",
LNJ24156,MORRISTOWN,SUITE 130,NJ,40.7829818,-74.501682,649209,MMU FTC LLC,
LNJ23348,NEPTUNE,3310 RT-66,NJ,40.22839,-74.065021,335920,"CLAREMONT NEPTUNE, LLC",
LNJ23362,HOBOKEN,79 Hudson St,NJ,40.73623,-74.029741,502552,79 HUDSON ST LLC,
LNJ23571,FAIRFIELD,27 WRIGHT WAY,NJ,40.8825818,-74.304282,357920,"Air Bound Aviation, LLC",
LNJ23419,HACKENSACK,401 HACKENSACK AVE,NJ,40.910937,-74.033434,996116,JD CP INVESTORS LLC,
LNJ23406,JERSEY CITY,111 TOWN SQUARE PL,NJ,40.7265157,-74.033178,223598,NEWPORT OFFICE CENTER I LIMITED PARTNERSHIP,
LNJ23918,JERSEY CITY,111 TOWN SQUARE PL,NJ,40.7265157,-74.033178,465781,NEWPORT OFFICE CENTER I LIMITED PARTNERSHIP,
LNJ23405,MIDDLETOWN,331 NEWMAN SPRINGS ROAD,NJ,40.33738,-74.08994,455853,ONE RIVER ASSOCIATES LP,
LNJ23959,NEWARK,296-320 MULBERRY STREET,NJ,40.72898,-74.17226,128357,L.A. PARKING CORP.,
LNJ00279,WEST ORANGE,EAGLE ROCK RESERVATION,NJ,40.77653,-74.239026,40686,"ESSEX, COUNTY OF",
LNJ23518,NEW BRUNSWICK,506 JERSEY AVENUE,NJ,40.48027,-74.46791,460484,"P & H, L.L.C.",
LNJ23530,NEWARK,1002 Broad St,NJ,40.72892,-74.175731,325275,"1002-1008 REALTY URBAN RENEWAL, LLC",
LNJ23536,UNION,855 LEHIGH AVE,NJ,40.68168,-74.243431,573641,"10 CHERRY STREET ASSOCIATES, LLC",
LNJ23784,WEST PATERSON,1 GARRET MOUNTAIN PLZ,NJ,40.90204,-74.18673,404909,"G.O.P.-1, LLC",
LNJ24039,WEST PATERSON,1 GARRET MOUNTAIN PLZ,NJ,40.90204,-74.18673,483408,"G.O.P.-1, LLC",
LNJ23663,LINDEN,2501-2515 THOMAS STREET,NJ,40.543939,-74.21724,195986,1329 EAST 10TH ST. CORP.,
LNJ23973,NEWARK,23 ORCHARD and 15 BEECH STREET,NJ,40.729414,-74.174163,41076,"BEECH STREET PARKING, CORP",
LNJ24276,NEWARK,23 ORCHARD and 15 BEECH STREET,NJ,40.729414,-74.174163,120000,L.A. PARKING CORP.,
LNJ23777,JERSEY CITY,325 W Side Ave,NJ,40.7136,-74.090151,1697183,CLAREMONT JERSEY CITY LLC,
LNJ24188,DAYTON,111 HERROD BLVD,NJ,40.35044,-74.493771,2688247,FORSGATE INDUSTRIAL,
LNJ23855,EAST BRUNSWICK,629 CRANBURY RD,NJ,40.40602,-74.424921,452863,629 CRANBURY ROAD LLC,
LNJ23866,ISELIN,101 WOOD AVE S,NJ,40.56327,-74.327361,179455,METRO 101 REALTY L.L.C.,
LNJ23937,FORT LEE,2 Executive Dr,NJ,40.86288,-73.972651,1226939,Fort Lee EP LLC,
LNJ23963,EDISON,110 Fieldcrest Avenue,NJ,40.519547,-74.341691,122980,"Raritan Plaza I Associates, L.P.",
LNJ23968,NEWARK,339 BREWSTER RD,NJ,40.7077562,-74.162516,203169,AERO NEWARK LLC,
LNJ24010,EAST ORANGE,7 GLENWOOD AVE,NJ,40.77077,-74.220171,414511,7 Glenwood Associates LLC,
LNJ23952,LINDEN,1500 Lower Rd,NJ,40.60988,-74.244281,836470,"Boyd Linden GSA, LLC",
LNJ00468,PRINCETON MEADOWS,5 Independence Way,NJ,40.36256,-74.595211,102591,5 INDEPENDENCE WAY LLC,
LNY23687,STATEN ISLAND,45 Bay St,NY,40.64107,-74.075171,89896,UNITED STATES POSTAL SERVICE,
LNY23686,QUEENS,BLDG 250 N BOUNDARY ROAD,NY,40.6477545,-73.786445,2232867,UNITED STATES POSTAL SERVICE,
LNY22725,NEW YORK,2880 B'WAY,NY,40.7979364,-73.967209,1523381,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",
LNY23796,BUFFALO,1 PERKINS PL,NY,42.9228768,-78.89494,6240,BUFFALO CIVIC AUTO RAMPS INC,
LNY23504,BUFFALO,PEACE BRIDGE,NY,42.9058818,-78.900409,2086521,BUFFALO AND FORT ERIE PUBLIC BRIDGE AUTHORITY,
LNY19222,NIAGARA FALLS,WHIRLPOOL RAPIDS BR,NY,43.1201546,-79.023927,77548,NIAGARA FALLS BRIDGE COMMISSION,
LNY23579,NIAGARA FALLS,WHIRLPOOL RAPIDS BR,NY,43.1201546,-79.023927,12000,NIAGARA FALLS BRIDGE COMMISSION,
LNY19224,LEWISTON,LEWISTON-QUEENSTON BR,NY,43.1678818,-78.994236,555542,NIAGARA FALLS BRIDGE COMMISSION,
LNY23164,PATCHOGUE,75 Oak St,NY,40.76805,-73.012061,581533,Davidow Family Ltd.,
LNY22531,QUEENS,59-17 JUNCTION BLVD,NY,40.735715,-73.865479,783444,LSS LEASING LLC,
LNY23137,NEW YORK,55 W 125th St,NY,40.80753,-73.944111,493478,"BVK 55 WEST 125TH STREET, LLC",
LNY23934,MELVILLE,1 HUNTINGTON QUAD,NY,40.7744663,-73.419498,138095,"HUNTINGTON QUADRANGLE NO. 1 COMPANY, LLC",
LNY23409,GLOVERSVILLE,11 N ARLINGTON AVE,NY,43.050602,-74.347507,81251,13 N Arlington Ave,
LNY23786,ELMIRA,NORTH MAIN STREET,NY,42.1052608,-76.816767,44831,"MARK TWAIN PROPERTIES, LLC",
LNY23310,ELMIRA,333 E WATER ST,NY,42.08856,-76.801451,5408,ELMIRA SAVINGS BANK,
LNY22759,CORNING,200 Civic Center Plz,NY,42.14237,-77.048061,134800,Arnot Realty Corporation,
LNY23539,BROOKLYN,3386 Fulton St,NY,40.68397,-73.870681,657893,FRANK SAUL REALTY CO LLC,
